City Name,State Abbreviation,State Name,City State
Aberdeen,SD,South Dakota,"Aberdeen, SD"
Brookings,SD,South Dakota,"Brookings, SD"
Rapid City,SD,South Dakota,"Rapid City, SD"
Sioux Falls,SD,South Dakota,"Sioux Falls, SD"
Watertown,SD,South Dakota,"Watertown, SD"
Pierre,SD,South Dakota,"Pierre, SD"
Mitchell,SD,South Dakota,"Mitchell, SD"
Yankton,SD,South Dakota,"Yankton, SD"
Huron,SD,South Dakota,"Huron, SD"
Spearfish,SD,South Dakota,"Spearfish, SD"
